appic_number,site,city,state,url,display_id,last_updated,department,address,primary_agency_type,additional_agency_types,web_address,brochure_url,apa_accreditation,cpa_accreditation,start_date,ft_slots,ft_stipend,fringe_benefits,accepting_applicants,application_due_date,us_citizenship_required,noncitizen_work_auth_required,min_intervention_hours,min_assessment_hours,min_combined_hours,min_years_grad,accepts_clinical,accepts_counseling,accepts_school,accepts_phd,accepts_psyd,populations,treatment_modalities,experience_areas,research_level,assessment_modality_level,ft_stipend_raw,lat,lng,geocode_exact
1783,Fulton State Hospital/Psychology ,Fulton,MO,https://membership.appic.org/directory/display/529,529,07/23/2026,Psychology,"Brandy Baczwaski, Ph.D. Fulton State Hospital 600 E. 5th Street Fulton, Missouri 65251",State/County/Other Public Hospital,State/County/Other Public Hospital,https://dmh.mo.gov/fsh-psychology-internship,https://dmh.mo.gov/media/file/2023-brochure,Accredited,Not Accredited,08/01/2027,2.0,38900.0,"Dissertation Release Time,
              
            
              Dental Insurance,
              
              
            
              Health Insurance,
              
            
              Licensing Exam Release Time,
              
            
              Life Insurance,
              
            
              Professional Development Time,
              
            
              Sick Leave,
              
                  
              Vacation",True,11/01/2026 11:59 PM EST,False,True,,,500.0,3.0,True,True,False,True,True,"['Adults', 'Older Adults', 'Inpatients', 'LGBTQ+', 'Ethnic minorities', 'Spanish-speaking', 'Deaf/Hearing-impaired', 'Rural', 'Urban', 'Low income', 'People without housing']","{'Assessment': 'major_area', 'Individual Therapy': 'major_area', 'Group Therapy': 'major_area', 'Consultation/Liaison': 'experience', 'Crisis Intervention': 'major_area', 'Brief Psychotherapy': 'emphasis', 'Long-term Psychotherapy': 'experience', 'Evidenced Based Practice': 'major_area', 'Evidence Based Research': 'major_area', 'Supervision of Practicum students': 'exposure'}","{'HIV/AIDS': 'exposure', 'Eating Disorders': 'exposure', 'Sexual Disorders': 'major_area', 'Rehabilitation Psychology': 'exposure', 'Physical Disabilities': 'experience', 'Learning Disabilities': 'emphasis', 'Developmental Disabilities': 'emphasis', 'Assessment': 'major_area', 'Serious Mental Illness': 'major_area', 'Anxiety Disorders': 'emphasis', 'Trauma/PTSD': 'major_area', 'Sexual Abuse': 'major_area', 'Substance Use Disorders': 'experience', 'Forensics/Corrections': 'major_area', 'Sexual Offenders': 'major_area', 'Geropsychology': 'exposure', 'Multicultural Therapy': 'emphasis', 'Empirically-Supported Treatments': 'major_area', 'Public Policy/Advocacy': 'exposure', 'Program Development/Evaluation': 'major_area', 'Supervision': 'major_area', 'Research': 'major_area', 'Administration': 'emphasis'}",major_area,major_area,3889992.0,38.4,-92.5,False
2407,G.V. (Sonny) Montgomery VA Medical Center/Psychology,Jackson,MS,https://membership.appic.org/directory/display/2174,2174,08/14/2026,Psychology,"1500 E. Woodrow Wilson Ave. Mental Health 116A1 Jackson, Mississippi 39216",Veterans Affairs Medical Center,Veterans Affairs Medical Center,https://www.va.gov/jackson-health-care/work-with-us/#internships-residencies-and-fe,https://www.va.gov/files/2025-11/GV%20Sonny%20Montgomery%20VAMC%20Internship%20Brochure-%202025.docx,Accredited,Not Accredited,07/12/2027,4.0,34739.0,"Dissertation Release Time,
              
            
              Dental Insurance,
              
              
            
              Health Insurance,
              
            
              Licensing Exam Release Time,
              
              
            
              Professional Development Time,
              
            
              Sick Leave,
              
                  
              Vacation",True,12/11/2026 11:59 PM EST,True,False,,,,4.0,True,True,False,True,True,"['Adults', 'Older Adults', 'Inpatients', 'Outpatients', 'LGBTQ+', 'Ethnic minorities', 'Rural', 'Urban', 'Low income', 'People without housing']","{'Assessment': 'experience', 'Individual Therapy': 'major_area', 'Group Therapy': 'exposure', 'Consultation/Liaison': 'exposure', 'Crisis Intervention': 'exposure', 'Brief Psychotherapy': 'major_area', 'Cognitive Rehabilitation': 'exposure', 'Primary Care': 'exposure', 'Evidenced Based Practice': 'major_area'}","{'Health Psychology': 'exposure', ""Women's Health"": 'exposure', 'Rehabilitation Psychology': 'exposure', 'Assessment': 'exposure', 'Neuropsychology-Adult': 'experience', 'Serious Mental Illness': 'exposure', 'Anxiety Disorders': 'exposure', 'Trauma/PTSD': 'emphasis', 'Sexual Abuse': 'exposure', 'Substance Use Disorders': 'experience', 'Geropsychology': 'emphasis', 'Empirically-Supported Treatments': 'major_area', 'Program Development/Evaluation': 'exposure', 'Administration': 'exposure', 'Integrated health care - primary': 'experience'}",,experience,34739.0,32.2988,-90.1848,True
2607,Gateways Hospital and Mental Health Center/Gateways Los Angeles and San Diego CONREP,Los Angeles,CA,https://membership.appic.org/directory/display/3184,3184,07/27/2026,Gateways Los Angeles and San Diego CONREP,"621 S. Virgil Ave. Suite 300 Los Angeles, California 90005",Other,Community Mental Health Center Prison or Other Correctional Facility,https://www.gatewayshospital.org/careers-training/#tab-conrepdoctoralinternshipprogram,https://www.gatewayshospital.org/wp-content/uploads/2025/06/Gateways-CONREP-DIP-Brochure.pdf,Not Accredited,Not Accredited,08/31/2026,4.0,31000.0,"Dissertation Release Time,
              
              
              
              
            
              Licensing Exam Release Time,
              
              
              
            
              Sick Leave,
              
                  
              Vacation",True,11/18/2026 11:59 PM EST,True,True,450.0,50.0,500.0,3.0,True,True,False,True,True,"['Adults', 'Family', 'Older Adults', 'Outpatients', 'LGBTQ+', 'Ethnic minorities', 'Spanish-speaking', 'Deaf/Hearing-impaired', 'Urban', 'Low income']","{'Assessment': 'exposure', 'Individual Therapy': 'major_area', 'Couples Therapy': 'exposure', 'Family Therapy': 'exposure', 'Group Therapy': 'experience', 'Community Intervention': 'exposure', 'Consultation/Liaison': 'exposure', 'Crisis Intervention': 'exposure', 'Brief Psychotherapy': 'exposure', 'Long-term Psychotherapy': 'major_area', 'Cognitive Rehabilitation': 'major_area', 'Primary Care': 'exposure', 'Evidenced Based Practice': 'major_area', 'Supervision of Practicum students': 'exposure'}","{'Health Psychology': 'emphasis', ""Women's Health"": 'exposure', 'Sexual Disorders': 'exposure', 'Physical Disabilities': 'exposure', 'Learning Disabilities': 'experience', 'Developmental Disabilities': 'experience', 'Assessment': 'exposure', 'Neuropsychology-Adult': 'exposure', 'Serious Mental Illness': 'major_area', 'Anxiety Disorders': 'experience', 'Trauma/PTSD': 'emphasis', 'Sexual Abuse': 'exposure', 'Substance Use Disorders': 'major_area', 'Forensics/Corrections': 'major_area', 'Sexual Offenders': 'exposure', 'Geropsychology': 'exposure', 'Vocational/Career Development': 'exposure', 'Multicultural Therapy': 'emphasis', 'Empirically-Supported Treatments': 'major_area', 'Supervision': 'major_area', 'Administration': 'exposure', 'Integrated health care - primary': 'emphasis'}",,exposure,31000.0,34.0522,-118.2437,True
2641,Gateways Hospital and Mental Health Center/Psychology,Los Angeles,CA,https://membership.appic.org/directory/display/3151,3151,08/07/2026,Psychology,"1891 Effie St Los Angeles, California 90026",Private Psychiatric Hospital,,https://www.gatewayshospital.org/,https://www.gatewayshospital.org/,Not Accredited,Not Accredited,08/23/2027,4.0,36000.0,"Dissertation Release Time,
              
              
              
              
            
              Licensing Exam Release Time,
              
              
            
              Professional Development Time,
              
            
              Sick Leave,
              
                  
              Vacation",True,11/13/2026 11:59 PM EST,False,True,450.0,50.0,500.0,3.0,True,True,False,True,True,"['Adolescents', 'Adults', 'Inpatients', 'LGBTQ+', 'Ethnic minorities', 'Spanish-speaking', 'French-speaking', 'Urban', 'Low income', 'People without housing']","{'Assessment': 'experience', 'Individual Therapy': 'emphasis', 'Group Therapy': 'emphasis', 'Consultation/Liaison': 'experience', 'Crisis Intervention': 'emphasis', 'Brief Psychotherapy': 'experience', 'Long-term Psychotherapy': 'experience', 'Evidenced Based Practice': 'emphasis', 'Evidence Based Research': 'exposure', 'Supervision of Practicum students': 'exposure'}","{'Learning Disabilities': 'experience', 'Developmental Disabilities': 'experience', 'Assessment': 'experience', 'Neuropsychology-Adult': 'exposure', 'Neuropsychology-Child': 'exposure', 'Serious Mental Illness': 'major_area', 'Anxiety Disorders': 'emphasis', 'Trauma/PTSD': 'major_area', 'Sexual Abuse': 'exposure', 'Substance Use Disorders': 'experience', 'Forensics/Corrections': 'experience', 'Sexual Offenders': 'exposure', 'Empirically-Supported Treatments': 'experience', 'Public Policy/Advocacy': 'experience', 'Program Development/Evaluation': 'experience', 'Supervision': 'exposure', 'Research': 'exposure'}",exposure,experience,36000.0,34.0522,-118.2437,True
1530,Geisinger Medical Center/Department of Psychiatry,Danville,PA,https://membership.appic.org/directory/display/49,49,08/12/2026,Department of Psychiatry,"9 Sterns Lane MC 32-16 MC 32-16 Danville, Pennsylvania 17822-1335",Academic Health Center,Academic Health Center Child/Adolescent Psychiatric or Pediatrics Medical School,https://www.geisinger.edu/gchs/education/residencies-fellowships/residencies/clinical-psychology-internship-residency,,Accredited,Not Accredited,07/01/2027,5.0,37440.0,"Dental Insurance,
              
            
              Disability Insurance,
              
            
              Health Insurance,
              
              
            
              Life Insurance,
              
            
              Professional Development Time,
              
            
              Sick Leave,
              
                  
              Vacation",True,11/06/2026 11:59 PM EST,False,True,,,,3.0,True,True,True,True,True,"['Infants', 'Toddlers', 'Children', 'Adolescents', 'Adults', 'Family', 'Older Adults', 'Inpatients', 'Outpatients', 'LGBTQ+', 'Ethnic minorities', 'Spanish-speaking', 'Deaf/Hearing-impaired', 'Students', 'Rural', 'Low income']","{'Assessment': 'major_area', 'Individual Therapy': 'major_area', 'Group Therapy': 'experience', 'Consultation/Liaison': 'exposure', 'Crisis Intervention': 'experience', 'Brief Psychotherapy': 'major_area', 'Long-term Psychotherapy': 'exposure', 'Cognitive Rehabilitation': 'exposure', 'Primary Care': 'emphasis', 'Evidenced Based Practice': 'major_area', 'Evidence Based Research': 'exposure'}","{'Health Psychology': 'emphasis', ""Women's Health"": 'exposure', 'HIV/AIDS': 'exposure', 'Eating Disorders': 'exposure', 'Sexual Disorders': 'exposure', 'Rehabilitation Psychology': 'exposure', 'Physical Disabilities': 'exposure', 'Learning Disabilities': 'exposure', 'Developmental Disabilities': 'exposure', 'Assessment': 'emphasis', 'Serious Mental Illness': 'exposure', 'Anxiety Disorders': 'experience', 'Trauma/PTSD': 'experience', 'Sexual Abuse': 'experience', 'Substance Use Disorders': 'exposure', 'Geropsychology': 'experience', 'Pediatrics': 'emphasis', 'Religion/Spirituality': 'exposure', 'Empirically-Supported Treatments': 'major_area', 'Public Policy/Advocacy': 'exposure', 'Program Development/Evaluation': 'exposure', 'Supervision': 'exposure', 'Research': 'exposure', 'Administration': 'exposure', 'Integrated health care - primary': 'emphasis', 'Integrated health care - specialty': 'experience'}",exposure,major_area,37440.0,40.9,-77.8,False
2497,Genesis Counseling Center/Psychology,Hampton,VA,https://membership.appic.org/directory/display/2500,2500,06/26/2026,Psychology,"Genesis Counseling Center 2202 Executive Drive Ste C Hampton, Virginia 23666",Private Outpatient Clinic,Private Outpatient Clinic,http://www.genesiscounselingcenter.com,https://genesiscounselingcenter.com/wp-content/uploads/2025/09/2026-2027_Genesis-Doctoral-Internship-Program-Brochure.pdf,Accredited,Not Accredited,08/02/2027,2.0,30000.0,"Dental Insurance,
              
            
              Disability Insurance,
              
            
              Health Insurance,
              
              
            
              Life Insurance,
              
            
              Professional Development Time,
              
            
              Sick Leave,
              
                  
              Vacation",True,11/13/2026 11:59 PM EST,True,True,400.0,75.0,475.0,3.0,True,True,True,True,True,"['Children', 'Adolescents', 'Adults', 'Family', 'Outpatients', 'Ethnic minorities', 'Students']","{'Assessment': 'emphasis', 'Individual Therapy': 'emphasis', 'Couples Therapy': 'exposure', 'Family Therapy': 'exposure', 'Group Therapy': 'experience', 'Community Intervention': 'exposure', 'Consultation/Liaison': 'exposure', 'Crisis Intervention': 'exposure', 'Brief Psychotherapy': 'experience', 'Long-term Psychotherapy': 'experience', 'Evidenced Based Practice': 'major_area', 'Evidence Based Research': 'exposure', 'Supervision of Practicum students': 'experience'}","{'Learning Disabilities': 'experience', 'Developmental Disabilities': 'experience', 'Assessment': 'emphasis', 'Serious Mental Illness': 'exposure', 'Anxiety Disorders': 'experience', 'Trauma/PTSD': 'experience', 'Sexual Abuse': 'experience', 'Multicultural Therapy': 'emphasis', 'Religion/Spirituality': 'emphasis', 'Empirically-Supported Treatments': 'emphasis', 'Supervision': 'exposure'}",,emphasis,30000.0,37.0299,-76.3452,True
2057,George Mason University/Counseling and Psychological Services ,Fairfax,VA,https://membership.appic.org/directory/display/655,655,08/17/2026,Counseling and Psychological Services,"Student Union Building I, Room 3129 4400 University Drive, MS 2A2 Fairfax, Virginia 22030",University Counseling Center,,https://caps.gmu.edu/trainees/psychology-internship-program/,https://caps.gmu.edu/training-philosophy/,Accredited,Not Accredited,07/26/2027,3.0,44985.0,"Dental Insurance,
              
            
              Disability Insurance,
              
            
              Health Insurance,
              
              
            
              Life Insurance,
              
            
              Professional Development Time,
              
            
              Sick Leave,
              
                  
              Vacation",True,11/02/2026 11:59 PM EST,False,True,300.0,,,3.0,True,True,False,True,True,"['Adolescents', 'Adults', 'Outpatients', 'LGBTQ+', 'Ethnic minorities', 'Students', 'International Students', 'Low income', 'People without housing']","{'Assessment': 'exposure', 'Individual Therapy': 'emphasis', 'Group Therapy': 'experience', 'Community Intervention': 'experience', 'Consultation/Liaison': 'exposure', 'Crisis Intervention': 'exposure', 'Brief Psychotherapy': 'experience', 'Long-term Psychotherapy': 'exposure', 'Evidenced Based Practice': 'exposure', 'Supervision of Practicum students': 'experience'}","{'Sports Psychology': 'exposure', 'Learning Disabilities': 'exposure', 'Developmental Disabilities': 'exposure', 'Assessment': 'exposure', 'Serious Mental Illness': 'exposure', 'Anxiety Disorders': 'experience', 'Trauma/PTSD': 'experience', 'Sexual Abuse': 'exposure', 'Substance Use Disorders': 'exposure', 'Counseling': 'emphasis', 'Vocational/Career Development': 'exposure', 'Multicultural Therapy': 'emphasis', 'Feminist Therapy': 'exposure', 'Religion/Spirituality': 'exposure', 'Empirically-Supported Treatments': 'experience', 'Program Development/Evaluation': 'exposure', 'Supervision': 'experience', 'Administration': 'exposure'}",,exposure,44985.0,38.8462,-77.3064,True
2259,Georgia Regional Hospital - Atlanta/Psychology Adult Mental Health and Forensic Services,Decatur,GA,https://membership.appic.org/directory/display/925,925,06/01/2026,Psychology Adult Mental Health and Forensic Services,"3073 Panthersville Rd. Decatur, Georgia 30034",State/County/Other Public Hospital,,https://dbhdd.georgia.gov/georgia-regional-hospital-atlanta-grha-atlanta-ga,https://dbhdd.georgia.gov/document/publication/grha-internship-brochure/download,Accredited,Not Accredited,08/16/2027,3.0,34674.0,"Comp Time ,
              
              
            
              Dental Insurance,
              
            
              Disability Insurance,
              
            
              Health Insurance,
              
              
            
              Life Insurance,
              
            
              Professional Development Time,
              
            
              Sick Leave,
              
                  
              Vacation",True,11/15/2026 11:59 PM EST,False,True,,,,,True,True,,True,True,"['Adults', 'Older Adults', 'Inpatients', 'Outpatients', 'LGBTQ+', 'Ethnic minorities', 'Urban', 'Low income', 'People without housing']","{'Assessment': 'emphasis', 'Individual Therapy': 'emphasis', 'Family Therapy': 'exposure', 'Group Therapy': 'emphasis', 'Consultation/Liaison': 'major_area', 'Crisis Intervention': 'exposure', 'Brief Psychotherapy': 'emphasis', 'Long-term Psychotherapy': 'exposure', 'Cognitive Rehabilitation': 'experience', 'Evidenced Based Practice': 'major_area', 'Supervision of Practicum students': 'exposure'}","{'Learning Disabilities': 'exposure', 'Developmental Disabilities': 'exposure', 'Assessment': 'major_area', 'Neuropsychology-Adult': 'exposure', 'Serious Mental Illness': 'major_area', 'Anxiety Disorders': 'exposure', 'Trauma/PTSD': 'experience', 'Sexual Abuse': 'experience', 'Substance Use Disorders': 'experience', 'Forensics/Corrections': 'major_area', 'Sexual Offenders': 'exposure', 'Geropsychology': 'exposure', 'Multicultural Therapy': 'major_area', 'Empirically-Supported Treatments': 'major_area', 'Program Development/Evaluation': 'exposure', 'Supervision': 'exposure'}",,emphasis,34674.0,33.7748,-84.2963,True
2146,Georgia Southern University /Counseling Center,Statesboro,GA,https://membership.appic.org/directory/display/476,476,07/15/2026,Counseling Center,"P.O. Box 8011 Forest Drive Statesboro, Georgia 30460-8011",University Counseling Center,,https://www.georgiasouthern.edu/student-life/counseling/about/internship,https://www.georgiasouthern.edu/students/counseling/internship/,Accredited,Not Accredited,08/02/2027,4.0,40000.0,"Comp Time ,
              
            
              Dissertation Release Time,
              
              
              
            
              Health Insurance,
              
              
              
            
              Professional Development Time,
              
            
              Sick Leave,
              
                  
              Vacation",True,11/20/2026 11:59 PM EST,True,True,400.0,0.0,400.0,3.0,True,True,False,True,True,"['Adolescents', 'Adults', 'Outpatients', 'LGBTQ+', 'Ethnic minorities', 'Students', 'International Students', 'Rural', 'Low income']","{'Assessment': 'exposure', 'Individual Therapy': 'major_area', 'Couples Therapy': 'exposure', 'Group Therapy': 'experience', 'Community Intervention': 'exposure', 'Consultation/Liaison': 'exposure', 'Crisis Intervention': 'experience', 'Brief Psychotherapy': 'major_area', 'Long-term Psychotherapy': 'experience', 'Evidenced Based Practice': 'emphasis', 'Supervision of Practicum students': 'experience'}","{'Health Psychology': 'major_area', ""Women's Health"": 'experience', 'Eating Disorders': 'exposure', 'Sexual Disorders': 'exposure', 'Sports Psychology': 'exposure', 'Learning Disabilities': 'exposure', 'Assessment': 'exposure', 'Serious Mental Illness': 'exposure', 'Anxiety Disorders': 'major_area', 'Trauma/PTSD': 'experience', 'Sexual Abuse': 'experience', 'Counseling': 'major_area', 'Vocational/Career Development': 'exposure', 'Multicultural Therapy': 'emphasis', 'Feminist Therapy': 'exposure', 'Religion/Spirituality': 'exposure', 'Empirically-Supported Treatments': 'emphasis', 'Public Policy/Advocacy': 'exposure', 'Program Development/Evaluation': 'exposure', 'Supervision': 'emphasis', 'Research': 'exposure', 'Administration': 'exposure'}",exposure,exposure,40000.0,32.4488,-81.7832,True
1231,Georgia State University/Counseling Center,Atlanta,GA,https://membership.appic.org/directory/display/728,728,07/30/2026,Counseling Center,"Georgia State University Counseling & Testing  Center 75 Piedmont Ave NE, Suite 200A Atlanta, Georgia 30303",University Counseling Center,University Counseling Center,http://www.counselingcenter.gsu.edu,https://counseling.gsu.edu/training/internship/,Accredited,Not Accredited,08/02/2027,3.0,33075.0,"Dissertation Release Time,
              
            
              Dental Insurance,
              
            
              Disability Insurance,
              
            
              Health Insurance,
              
              
            
              Life Insurance,
              
            
              Professional Development Time,
              
            
              Sick Leave,
              
                  
              Vacation",True,11/01/2026 11:59 PM EST,False,False,450.0,,,3.0,True,True,False,True,True,"['Adolescents', 'Adults', 'Outpatients', 'LGBTQ+', 'Ethnic minorities', 'Spanish-speaking', 'Students', 'International Students', 'Urban', 'Low income', 'People without housing']","{'Individual Therapy': 'major_area', 'Group Therapy': 'experience', 'Community Intervention': 'experience', 'Consultation/Liaison': 'experience', 'Crisis Intervention': 'emphasis', 'Brief Psychotherapy': 'major_area', 'Long-term Psychotherapy': 'exposure', 'Primary Care': 'exposure', 'Evidenced Based Practice': 'emphasis', 'Supervision of Practicum students': 'experience'}","{'Health Psychology': 'exposure', ""Women's Health"": 'experience', 'HIV/AIDS': 'exposure', 'Eating Disorders': 'exposure', 'Sexual Disorders': 'exposure', 'Sports Psychology': 'exposure', 'Physical Disabilities': 'exposure', 'Learning Disabilities': 'experience', 'Serious Mental Illness': 'experience', 'Anxiety Disorders': 'major_area', 'Trauma/PTSD': 'major_area', 'Sexual Abuse': 'major_area', 'Substance Use Disorders': 'major_area', 'Counseling': 'major_area', 'Vocational/Career Development': 'experience', 'Multicultural Therapy': 'major_area', 'Feminist Therapy': 'emphasis', 'Religion/Spirituality': 'exposure', 'Empirically-Supported Treatments': 'major_area', 'Program Development/Evaluation': 'experience', 'Supervision': 'emphasis', 'Administration': 'exposure'}",,,33075.0,33.749,-84.388,True
2012,Georgia Tech Center for Mental Health Care and Resources/Division of Student Engagement and Well-Being,Atlanta,GA,https://membership.appic.org/directory/display/751,751,06/04/2026,Division of Student Engagement and Well-Being,"353 Ferst Drive Atlanta, Georgia 30332-0286",University Counseling Center,,http://www.counseling.gatech.edu,https://mentalhealth.gatech.edu/doctoral-internship,Accredited,Not Accredited,08/10/2027,4.0,35360.0,"Dissertation Release Time,
              
              
              
            
              Health Insurance,
              
            
              Licensing Exam Release Time,
              
              
            
              Professional Development Time,
              
            
              Sick Leave,
              
                  
              Vacation",True,11/10/2026 11:59 PM EST,False,False,400.0,25.0,,3.0,True,True,False,True,True,"['Adolescents', 'Adults', 'Outpatients', 'LGBTQ+', 'Ethnic minorities', 'Students', 'International Students', 'Rural', 'Urban', 'Low income']","{'Assessment': 'exposure', 'Individual Therapy': 'major_area', 'Couples Therapy': 'exposure', 'Group Therapy': 'experience', 'Community Intervention': 'exposure', 'Consultation/Liaison': 'exposure', 'Crisis Intervention': 'experience', 'Brief Psychotherapy': 'major_area', 'Long-term Psychotherapy': 'exposure', 'Evidenced Based Practice': 'experience', 'Supervision of Practicum students': 'experience'}","{'Health Psychology': 'emphasis', 'Eating Disorders': 'exposure', 'Sexual Disorders': 'exposure', 'Sports Psychology': 'exposure', 'Assessment': 'exposure', 'Anxiety Disorders': 'major_area', 'Trauma/PTSD': 'experience', 'Sexual Abuse': 'experience', 'Substance Use Disorders': 'experience', 'Counseling': 'major_area', 'Vocational/Career Development': 'exposure', 'Multicultural Therapy': 'emphasis', 'Feminist Therapy': 'experience', 'Religion/Spirituality': 'experience', 'Empirically-Supported Treatments': 'emphasis', 'Supervision': 'experience'}",,exposure,35360.0,33.749,-84.388,True
1212,Goodman Psychological Services Center/Carlos Albizu University,Miami,FL,https://membership.appic.org/directory/display/588,588,07/14/2026,Carlos Albizu University,"2173 N.W. 99th Ave. Miami, Florida 33172-2209",Private Outpatient Clinic,Private Outpatient Clinic,http://www.albizu.edu,http://www.albizu.edu/Portals/0/Documents/cau/mia/goodman-center/Internship-Manual-Goodman-Center.pdf,Accredited,Not Accredited,08/30/2027,4.0,25000.0,"Health Insurance,
              
              
              
            
              Professional Development Time,
              
            
              Sick Leave,
              
                  
              Vacation",True,11/15/2027 11:59 PM EST,False,True,500.0,100.0,,3.0,True,False,False,False,True,"['Children', 'Adolescents', 'Adults', 'Family', 'Older Adults', 'Outpatients', 'LGBTQ+', 'Ethnic minorities', 'Spanish-speaking', 'Students', 'International Students', 'Rural', 'Urban', 'Low income', 'People without housing']","{'Assessment': 'emphasis', 'Individual Therapy': 'major_area', 'Couples Therapy': 'experience', 'Family Therapy': 'experience', 'Group Therapy': 'exposure', 'Community Intervention': 'exposure', 'Consultation/Liaison': 'exposure', 'Crisis Intervention': 'experience', 'Brief Psychotherapy': 'emphasis', 'Long-term Psychotherapy': 'major_area', 'Evidenced Based Practice': 'emphasis', 'Evidence Based Research': 'exposure', 'Supervision of Practicum students': 'exposure'}","{'Health Psychology': 'exposure', ""Women's Health"": 'exposure', 'Physical Disabilities': 'exposure', 'Learning Disabilities': 'major_area', 'Developmental Disabilities': 'major_area', 'Assessment': 'major_area', 'Neuropsychology-Adult': 'exposure', 'Neuropsychology-Child': 'experience', 'Serious Mental Illness': 'major_area', 'Anxiety Disorders': 'major_area', 'Trauma/PTSD': 'major_area', 'Sexual Abuse': 'major_area', 'Substance Use Disorders': 'experience', 'Forensics/Corrections': 'experience', 'Sexual Offenders': 'exposure', 'Geropsychology': 'major_area', 'Pediatrics': 'major_area', 'School': 'major_area', 'Counseling': 'major_area', 'Vocational/Career Development': 'major_area', 'Multicultural Therapy': 'major_area', 'Feminist Therapy': 'major_area', 'Religion/Spirituality': 'major_area', 'Empirically-Supported Treatments': 'major_area', 'Supervision': 'major_area', 'Research': 'major_area', 'Administration': 'major_area'}",major_area,emphasis,25000.0,25.7743,-80.1937,True
1358,Grand Valley State University/University Counseling Center,Allendale,MI,https://membership.appic.org/directory/display/574,574,07/31/2026,University Counseling Center,"206 Student Services Center Grand Valley State University 206 Student Services Center, 1 Campus Drive Allendale, Michigan 49401-9403",University Counseling Center,University Counseling Center,http://www.gvsu.edu/counsel,http://www.gvsu.edu/counsel,Accredited,Not Accredited,07/19/2027,4.0,40000.0,"Health Insurance,
              
              
            
              Life Insurance,
              
            
              Professional Development Time,
              
            
              Sick Leave,
              
                  
              Vacation",True,11/15/2026 11:59 PM EST,False,True,400.0,0.0,400.0,3.0,True,True,False,True,True,"['Adolescents', 'Adults', 'Outpatients', 'LGBTQ+', 'Ethnic minorities', 'Students', 'International Students', 'Rural', 'Urban', 'Low income']","{'Assessment': 'emphasis', 'Individual Therapy': 'major_area', 'Group Therapy': 'major_area', 'Community Intervention': 'emphasis', 'Consultation/Liaison': 'emphasis', 'Crisis Intervention': 'emphasis', 'Brief Psychotherapy': 'major_area', 'Long-term Psychotherapy': 'emphasis', 'Evidenced Based Practice': 'major_area', 'Evidence Based Research': 'emphasis', 'Supervision of Practicum students': 'emphasis'}","{'Health Psychology': 'major_area', ""Women's Health"": 'major_area', 'Eating Disorders': 'exposure', 'Sports Psychology': 'exposure', 'Physical Disabilities': 'exposure', 'Learning Disabilities': 'exposure', 'Assessment': 'emphasis', 'Serious Mental Illness': 'exposure', 'Anxiety Disorders': 'major_area', 'Trauma/PTSD': 'emphasis', 'Sexual Abuse': 'experience', 'Substance Use Disorders': 'experience', 'Counseling': 'major_area', 'Multicultural Therapy': 'emphasis', 'Feminist Therapy': 'major_area', 'Religion/Spirituality': 'exposure', 'Empirically-Supported Treatments': 'major_area', 'Public Policy/Advocacy': 'exposure', 'Program Development/Evaluation': 'experience', 'Supervision': 'emphasis', 'Research': 'experience', 'Administration': 'experience'}",experience,emphasis,40000.0,42.9723,-85.9536,True
2532,Greater Binghamton Health Center/Psychology Department,Binghamton,NY,https://membership.appic.org/directory/display/2849,2849,08/10/2026,Psychology Department,"425 Robinson Street Binghamton, New York 13904",Community Mental Health Center,Psychology Department State/County/Other Public Hospital,https://omh.ny.gov/omhweb/facilities/bipc/,https://omh.ny.gov/omhweb/facilities/bipc/,Not Accredited,Not Accredited,06/24/2027,2.0,41485.0,"Dental Insurance,
              
              
            
              Health Insurance,
              
              
              
            
              Professional Development Time,
              
            
              Sick Leave,
              
                  
              Vacation",True,12/01/2026 11:59 PM EST,True,False,500.0,50.0,,,True,True,True,True,True,"['Children', 'Adolescents', 'Adults', 'Older Adults', 'Inpatients', 'Outpatients']","{'Assessment': 'experience', 'Individual Therapy': 'emphasis', 'Family Therapy': 'exposure', 'Group Therapy': 'experience', 'Consultation/Liaison': 'exposure', 'Crisis Intervention': 'experience', 'Brief Psychotherapy': 'exposure', 'Long-term Psychotherapy': 'exposure', 'Cognitive Rehabilitation': 'experience', 'Evidenced Based Practice': 'major_area', 'Supervision of Practicum students': 'exposure'}","{'Health Psychology': 'exposure', ""Women's Health"": 'exposure', 'Eating Disorders': 'exposure', 'Sexual Disorders': 'exposure', 'Physical Disabilities': 'exposure', 'Learning Disabilities': 'exposure', 'Developmental Disabilities': 'exposure', 'Assessment': 'experience', 'Neuropsychology-Adult': 'exposure', 'Neuropsychology-Child': 'exposure', 'Serious Mental Illness': 'major_area', 'Anxiety Disorders': 'exposure', 'Trauma/PTSD': 'major_area', 'Sexual Abuse': 'exposure', 'Substance Use Disorders': 'exposure', 'Forensics/Corrections': 'exposure', 'Sexual Offenders': 'exposure', 'Geropsychology': 'exposure', 'Pediatrics': 'exposure', 'Multicultural Therapy': 'exposure', 'Feminist Therapy': 'exposure', 'Religion/Spirituality': 'exposure', 'Empirically-Supported Treatments': 'emphasis', 'Public Policy/Advocacy': 'exposure', 'Supervision': 'experience'}",,experience,41485.0,42.0987,-75.918,True
