appic_number,site,city,state,url,display_id,last_updated,department,address,primary_agency_type,additional_agency_types,web_address,brochure_url,apa_accreditation,cpa_accreditation,start_date,ft_slots,ft_stipend,fringe_benefits,accepting_applicants,application_due_date,us_citizenship_required,noncitizen_work_auth_required,min_intervention_hours,min_assessment_hours,min_combined_hours,min_years_grad,accepts_clinical,accepts_counseling,accepts_school,accepts_phd,accepts_psyd,populations,treatment_modalities,experience_areas,research_level,assessment_modality_level,ft_stipend_raw,lat,lng,geocode_exact
2151,Rogers Behavioral Health/Doctoral Psychology Internship,Oconomowoc,WI,https://membership.appic.org/directory/display/140,140,08/14/2026,Doctoral Psychology Internship,"34700 Valley Rd Oconomowoc, Wisconsin 53066",Private Psychiatric Hospital,Child/Adolescent Psychiatric or Pediatrics Private Psychiatric Hospital,https://rogersbh.org/learning-at-rogers/,https://rogersbh.org/learning-at-rogers/,Accredited,Not Accredited,08/09/2027,4.0,35568.0,"Dental Insurance,
              
            
              Disability Insurance,
              
            
              Health Insurance,
              
            
              Licensing Exam Release Time,
              
            
              Life Insurance,
              
            
              Professional Development Time,
              
            
              Sick Leave,
              
                  
              Vacation",True,11/15/2026 11:59 PM EST,False,True,,,400.0,3.0,True,True,False,True,True,"['Children', 'Adolescents', 'Adults', 'Family', 'Older Adults', 'Inpatients', 'LGBTQ+', 'Ethnic minorities', 'Spanish-speaking', 'Students', 'Rural', 'Urban', 'Low income', 'People without housing']","{'Assessment': 'experience', 'Individual Therapy': 'major_area', 'Family Therapy': 'emphasis', 'Group Therapy': 'major_area', 'Consultation/Liaison': 'major_area', 'Crisis Intervention': 'major_area', 'Brief Psychotherapy': 'major_area', 'Evidenced Based Practice': 'major_area', 'Evidence Based Research': 'exposure', 'Supervision of Practicum students': 'major_area'}","{'Eating Disorders': 'exposure', 'Physical Disabilities': 'exposure', 'Learning Disabilities': 'exposure', 'Developmental Disabilities': 'emphasis', 'Assessment': 'experience', 'Serious Mental Illness': 'major_area', 'Anxiety Disorders': 'major_area', 'Trauma/PTSD': 'experience', 'Sexual Abuse': 'experience', 'Substance Use Disorders': 'exposure', 'Counseling': 'major_area', 'Empirically-Supported Treatments': 'major_area', 'Program Development/Evaluation': 'experience', 'Supervision': 'major_area', 'Research': 'experience', 'Administration': 'experience'}",experience,experience,35568.0,43.1117,-88.4993,True
1264,Rush University Medical Center/Department of Psychiatry and Behavioral Sciences,Chicago,IL,https://membership.appic.org/directory/display/136,136,07/31/2026,Department of Psychiatry and Behavioral Sciences,"1645 W. Jackson Blvd Suite 400 Chicago, Illinois 60612-3864",Academic Health Center,Child/Adolescent Psychiatric or Pediatrics,https://www.rushu.rush.edu/education-and-training/graduate-medical-education/residency-programs/psychology-residency,https://www.rushu.rush.edu/education-and-training/graduate-medical-education/residency-programs/psychology-residency,Accredited,Not Accredited,07/01/2027,9.0,40994.0,"Dental Insurance,
              
            
              Disability Insurance,
              
            
              Health Insurance,
              
              
            
              Life Insurance,
              
            
              Professional Development Time,
              
            
              Sick Leave,
              
                  
              Vacation",True,11/01/2026 11:59 PM EST,True,False,0.0,0.0,,3.0,True,True,False,True,True,"['Infants', 'Toddlers', 'Children', 'Adolescents', 'Adults', 'Family', 'Older Adults', 'Inpatients', 'Outpatients', 'LGBTQ+', 'Ethnic minorities', 'Spanish-speaking', 'Students', 'International Students', 'Urban', 'Low income']","{'Assessment': 'experience', 'Individual Therapy': 'major_area', 'Family Therapy': 'exposure', 'Group Therapy': 'exposure', 'Consultation/Liaison': 'major_area', 'Crisis Intervention': 'exposure', 'Brief Psychotherapy': 'major_area', 'Long-term Psychotherapy': 'experience', 'Cognitive Rehabilitation': 'exposure', 'Primary Care': 'exposure', 'Evidenced Based Practice': 'major_area', 'Evidence Based Research': 'exposure'}","{'Health Psychology': 'major_area', ""Women's Health"": 'major_area', 'Eating Disorders': 'exposure', 'Sexual Disorders': 'exposure', 'Rehabilitation Psychology': 'emphasis', 'Physical Disabilities': 'experience', 'Learning Disabilities': 'experience', 'Developmental Disabilities': 'experience', 'Assessment': 'major_area', 'Neuropsychology-Adult': 'major_area', 'Neuropsychology-Child': 'emphasis', 'Serious Mental Illness': 'exposure', 'Anxiety Disorders': 'major_area', 'Trauma/PTSD': 'experience', 'Sexual Abuse': 'exposure', 'Substance Use Disorders': 'exposure', 'Geropsychology': 'experience', 'Pediatrics': 'major_area', 'Multicultural Therapy': 'experience', 'Empirically-Supported Treatments': 'major_area', 'Supervision': 'exposure', 'Research': 'exposure', 'Integrated health care - primary': 'experience', 'Integrated health care - specialty': 'major_area'}",exposure,experience,40994.0,41.85,-87.65,True
1430,"Rutgers Biomedical and Health Sciences/Rutgers University Behavioral Health Care,  C-1420",Newark,NJ,https://membership.appic.org/directory/display/723,723,06/24/2026,"Rutgers University Behavioral Health Care,  C-1420","183 South Orange Avenue PO Box 1709 Newark, New Jersey 07101-1709",Community Mental Health Center,Academic Health Center Community Mental Health Center Medical School Prison or Other Correctional Facility School District State/County/Other Public Hospital University Counseling Center,https://ubhc.rutgers.edu/education/psychology-internship-(newark)/overview.xml,,Accredited,Not Accredited,07/05/2027,14.0,38480.0,"Dental Insurance,
              
            
              Disability Insurance,
              
            
              Health Insurance,
              
              
              
            
              Professional Development Time,
              
            
              Sick Leave,
              
                  
              Vacation",True,11/01/2026 11:59 PM EST,False,True,400.0,50.0,,3.0,True,True,True,True,True,"['Children', 'Adolescents', 'Adults', 'Family', 'Older Adults', 'Inpatients', 'Outpatients', 'LGBTQ+', 'Ethnic minorities', 'Spanish-speaking', 'Students', 'International Students', 'Urban', 'Low income', 'People without housing']","{'Assessment': 'major_area', 'Individual Therapy': 'major_area', 'Couples Therapy': 'exposure', 'Family Therapy': 'emphasis', 'Group Therapy': 'major_area', 'Community Intervention': 'emphasis', 'Consultation/Liaison': 'experience', 'Crisis Intervention': 'emphasis', 'Brief Psychotherapy': 'emphasis', 'Long-term Psychotherapy': 'major_area', 'Primary Care': 'major_area', 'Evidenced Based Practice': 'major_area', 'Evidence Based Research': 'exposure'}","{'Health Psychology': 'exposure', 'Learning Disabilities': 'emphasis', 'Developmental Disabilities': 'emphasis', 'Assessment': 'major_area', 'Neuropsychology-Adult': 'major_area', 'Neuropsychology-Child': 'major_area', 'Serious Mental Illness': 'major_area', 'Anxiety Disorders': 'major_area', 'Trauma/PTSD': 'major_area', 'Sexual Abuse': 'major_area', 'Substance Use Disorders': 'emphasis', 'Forensics/Corrections': 'major_area', 'Sexual Offenders': 'major_area', 'Geropsychology': 'experience', 'Pediatrics': 'major_area', 'School': 'major_area', 'Vocational/Career Development': 'emphasis', 'Multicultural Therapy': 'major_area', 'Religion/Spirituality': 'major_area', 'Empirically-Supported Treatments': 'major_area', 'Public Policy/Advocacy': 'experience', 'Program Development/Evaluation': 'exposure', 'Supervision': 'exposure', 'Integrated health care - primary': 'major_area', 'Integrated health care - specialty': 'emphasis'}",,major_area,38480.0,40.7357,-74.1724,True
1799,"Rutgers Student Health - CAPS/Counseling, ADAP, & Psychiatric Services",New Brunswick,NJ,https://membership.appic.org/directory/display/1367,1367,06/29/2026,"Counseling, ADAP, & Psychiatric Services","17 Senior Street New Brunswick, New Jersey 08901-8534",University Counseling Center,,http://health.rutgers.edu/,http://health.rutgers.edu/academic-opportunities/mental-health-training-programs/doctoral-internship-health-service-psychology/,Accredited,Not Accredited,08/16/2027,4.0,32000.0,"Dissertation Release Time,
              
              
              
            
              Health Insurance,
              
              
              
            
              Professional Development Time,
              
            
              Sick Leave,
              
                  
              Vacation",True,11/08/2026 11:59 PM EST,False,False,400.0,0.0,500.0,3.0,True,True,True,True,True,"['Adolescents', 'Adults', 'Outpatients', 'LGBTQ+', 'Ethnic minorities', 'Spanish-speaking', 'Students', 'International Students', 'Rural', 'Urban', 'Low income']","{'Assessment': 'experience', 'Individual Therapy': 'emphasis', 'Group Therapy': 'emphasis', 'Community Intervention': 'exposure', 'Consultation/Liaison': 'exposure', 'Crisis Intervention': 'experience', 'Brief Psychotherapy': 'emphasis', 'Long-term Psychotherapy': 'exposure', 'Primary Care': 'exposure', 'Evidenced Based Practice': 'emphasis', 'Supervision of Practicum students': 'experience'}","{'Health Psychology': 'experience', ""Women's Health"": 'exposure', 'Eating Disorders': 'experience', 'Sexual Disorders': 'exposure', 'Sports Psychology': 'experience', 'Physical Disabilities': 'exposure', 'Learning Disabilities': 'exposure', 'Developmental Disabilities': 'exposure', 'Assessment': 'exposure', 'Serious Mental Illness': 'exposure', 'Anxiety Disorders': 'emphasis', 'Trauma/PTSD': 'emphasis', 'Sexual Abuse': 'emphasis', 'Substance Use Disorders': 'emphasis', 'Counseling': 'emphasis', 'Vocational/Career Development': 'exposure', 'Multicultural Therapy': 'major_area', 'Feminist Therapy': 'experience', 'Religion/Spirituality': 'exposure', 'Empirically-Supported Treatments': 'emphasis', 'Program Development/Evaluation': 'exposure', 'Supervision': 'experience', 'Integrated health care - primary': 'exposure'}",,experience,32000.0,40.4862,-74.4518,True
1432,Rutgers University Behavioral Health Care- Rutgers Biomedical and Health Sciences/Rutgers University Behavioral Health Care,Piscataway,NJ,https://membership.appic.org/directory/display/442,442,07/30/2026,Rutgers University Behavioral Health Care,"671 Hoes Lane Piscataway, New Jersey 08854-5635",Academic Health Center,Academic Health Center Community Mental Health Center Medical School,https://ubhc.rutgers.edu/education/psychology-internship-(piscataway)/introductory-letter.xml,https://ubhc.rutgers.edu/education/psychology-internship-(piscataway)/brochure-(for-applicants-applying-in-2025).xml,Accredited,Not Accredited,08/16/2027,8.0,38480.0,"Dental Insurance,
              
              
            
              Health Insurance,
              
              
              
              
            
              Sick Leave,
              
                  
              Vacation",True,11/03/2026 11:59 PM EST,False,True,450.0,100.0,,4.0,True,True,True,True,True,"['Children', 'Adolescents', 'Adults', 'Family', 'Inpatients', 'Outpatients', 'LGBTQ+', 'Ethnic minorities', 'Spanish-speaking', 'Urban', 'Low income', 'People without housing']","{'Assessment': 'exposure', 'Individual Therapy': 'major_area', 'Family Therapy': 'experience', 'Group Therapy': 'emphasis', 'Consultation/Liaison': 'experience', 'Crisis Intervention': 'experience', 'Brief Psychotherapy': 'major_area', 'Long-term Psychotherapy': 'major_area', 'Primary Care': 'major_area', 'Evidenced Based Practice': 'major_area', 'Evidence Based Research': 'experience', 'Supervision of Practicum students': 'exposure'}","{'Health Psychology': 'major_area', 'Eating Disorders': 'exposure', 'Learning Disabilities': 'exposure', 'Developmental Disabilities': 'exposure', 'Assessment': 'exposure', 'Neuropsychology-Adult': 'exposure', 'Neuropsychology-Child': 'exposure', 'Serious Mental Illness': 'exposure', 'Anxiety Disorders': 'major_area', 'Trauma/PTSD': 'major_area', 'Sexual Abuse': 'experience', 'Substance Use Disorders': 'major_area', 'Pediatrics': 'major_area', 'School': 'major_area', 'Counseling': 'major_area', 'Multicultural Therapy': 'major_area', 'Empirically-Supported Treatments': 'major_area', 'Supervision': 'exposure', 'Research': 'experience', 'Integrated health care - primary': 'major_area', 'Integrated health care - specialty': 'major_area'}",experience,exposure,38480.0,40.4993,-74.399,True
1424,RWJBH Trinitas Regional Medical Center/Department of Behavioral Health and Psychiatry,Elizabeth,NJ,https://membership.appic.org/directory/display/683,683,07/15/2026,Department of Behavioral Health and Psychiatry,"655 East Jersey Street Child/Adolescent Outpatient Dept Elizabeth, New Jersey 07206",Private General Hospital,Private General Hospital,https://www.rwjbh.org/trinitas-regional-medical-center/treatment-care/mental-health-and-behavioral-health/,https://www.rwjbh.org/documents/trinitas/TRMC-Psychology-Internship-2027-2028.pdf,Accredited,Not Accredited,08/31/2027,4.0,38480.0,"Dental Insurance,
              
            
              Disability Insurance,
              
            
              Health Insurance,
              
              
            
              Life Insurance,
              
            
              Professional Development Time,
              
            
              Sick Leave,
              
                  
              Vacation",True,11/01/2026 11:59 PM EST,False,True,500.0,50.0,,3.0,True,True,True,True,True,"['Children', 'Adolescents', 'Adults', 'Family', 'Older Adults', 'Outpatients', 'LGBTQ+', 'Ethnic minorities', 'Spanish-speaking', 'Students', 'Urban', 'Low income', 'People without housing']","{'Assessment': 'experience', 'Individual Therapy': 'emphasis', 'Family Therapy': 'exposure', 'Group Therapy': 'emphasis', 'Community Intervention': 'exposure', 'Consultation/Liaison': 'exposure', 'Crisis Intervention': 'experience', 'Brief Psychotherapy': 'experience', 'Long-term Psychotherapy': 'experience', 'Evidenced Based Practice': 'major_area', 'Evidence Based Research': 'exposure', 'Supervision of Practicum students': 'exposure'}","{""Women's Health"": 'exposure', 'Eating Disorders': 'experience', 'Physical Disabilities': 'exposure', 'Learning Disabilities': 'experience', 'Developmental Disabilities': 'exposure', 'Assessment': 'experience', 'Serious Mental Illness': 'experience', 'Anxiety Disorders': 'emphasis', 'Trauma/PTSD': 'emphasis', 'Sexual Abuse': 'emphasis', 'Substance Use Disorders': 'exposure', 'Geropsychology': 'exposure', 'Pediatrics': 'major_area', 'School': 'exposure', 'Vocational/Career Development': 'exposure', 'Multicultural Therapy': 'major_area', 'Religion/Spirituality': 'exposure', 'Empirically-Supported Treatments': 'major_area', 'Program Development/Evaluation': 'exposure', 'Supervision': 'exposure', 'Research': 'exposure', 'Administration': 'exposure'}",exposure,experience,38480.0,40.664,-74.2107,True
2465,Sacramento VA Medical Center /Behavioral Health ,Mather,CA,https://membership.appic.org/directory/display/2466,2466,07/31/2026,Behavioral Health,"10535 Hospital Way Mather, California 95655",Veterans Affairs Medical Center,Veterans Affairs Medical Center,https://www.va.gov/northern-california-health-care/work-with-us/internships-and-fellowships/psychology-training-sacramento/,https://www.va.gov/northern-california-health-care/work-with-us/internships-and-fellowships/psychology-training-sacramento/,Accredited,Not Accredited,07/12/2027,4.0,38508.0,"Dissertation Release Time,
              
            
              Dental Insurance,
              
              
            
              Health Insurance,
              
            
              Licensing Exam Release Time,
              
            
              Life Insurance,
              
            
              Professional Development Time,
              
            
              Sick Leave,
              
                  
              Vacation",True,11/01/2026 11:59 PM EST,True,False,250.0,50.0,,3.0,True,True,False,True,True,"['Adults', 'Older Adults', 'Inpatients', 'Outpatients', 'LGBTQ+', 'Ethnic minorities', 'Rural', 'Urban', 'Low income', 'People without housing']","{'Assessment': 'exposure', 'Individual Therapy': 'emphasis', 'Couples Therapy': 'exposure', 'Family Therapy': 'exposure', 'Group Therapy': 'experience', 'Consultation/Liaison': 'experience', 'Crisis Intervention': 'exposure', 'Brief Psychotherapy': 'experience', 'Long-term Psychotherapy': 'exposure', 'Cognitive Rehabilitation': 'exposure', 'Primary Care': 'experience', 'Evidenced Based Practice': 'major_area', 'Supervision of Practicum students': 'exposure'}","{'Health Psychology': 'experience', 'Physical Disabilities': 'exposure', 'Assessment': 'exposure', 'Neuropsychology-Adult': 'exposure', 'Serious Mental Illness': 'experience', 'Anxiety Disorders': 'experience', 'Trauma/PTSD': 'experience', 'Sexual Abuse': 'exposure', 'Substance Use Disorders': 'experience', 'Sexual Offenders': 'exposure', 'Geropsychology': 'experience', 'Multicultural Therapy': 'exposure', 'Empirically-Supported Treatments': 'major_area', 'Program Development/Evaluation': 'exposure', 'Supervision': 'exposure', 'Integrated health care - primary': 'experience', 'Integrated health care - specialty': 'experience'}",,exposure,38508.0,37.2,-119.4,False
2506,Sagamore Children's Psychiatric Center/Psychology Department ,Dix Hills,NY,https://membership.appic.org/directory/display/2603,2603,08/07/2026,Psychology Department,"197 Half Hollow Road Dix Hills, New York 11746",Child/Adolescent Psychiatric or Pediatrics,Child/Adolescent Psychiatric or Pediatrics State/County/Other Public Hospital,https://omh.ny.gov/omhweb/facilities/scpc/docs/sagamore-internship.pdf,https://omh.ny.gov/omhweb/facilities/scpc/docs/sagamore-internship.p,Accredited,Not Accredited,08/19/2027,3.0,41485.0,"Dental Insurance,
              
              
            
              Health Insurance,
              
              
              
            
              Professional Development Time,
              
            
              Sick Leave,
              
                  
              Vacation",True,11/01/2026 11:59 PM EST,False,True,325.0,75.0,,3.0,True,False,True,True,True,"['Children', 'Adolescents', 'Family', 'Inpatients', 'Outpatients', 'LGBTQ+', 'Ethnic minorities', 'Spanish-speaking', 'Low income']","{'Assessment': 'emphasis', 'Individual Therapy': 'emphasis', 'Family Therapy': 'experience', 'Group Therapy': 'experience', 'Community Intervention': 'experience', 'Consultation/Liaison': 'experience', 'Crisis Intervention': 'experience', 'Long-term Psychotherapy': 'emphasis', 'Evidenced Based Practice': 'major_area', 'Evidence Based Research': 'exposure', 'Supervision of Practicum students': 'exposure'}","{'Eating Disorders': 'exposure', 'Sexual Disorders': 'exposure', 'Learning Disabilities': 'experience', 'Developmental Disabilities': 'experience', 'Assessment': 'emphasis', 'Neuropsychology-Child': 'experience', 'Serious Mental Illness': 'major_area', 'Anxiety Disorders': 'experience', 'Trauma/PTSD': 'experience', 'Sexual Abuse': 'experience', 'Substance Use Disorders': 'exposure', 'Forensics/Corrections': 'experience', 'Sexual Offenders': 'experience', 'Pediatrics': 'experience', 'School': 'experience', 'Multicultural Therapy': 'experience', 'Empirically-Supported Treatments': 'major_area', 'Supervision': 'exposure', 'Research': 'exposure'}",exposure,emphasis,41485.0,40.8048,-73.3362,True
2144,Sagent Behavioral Health/Psychology Training,New Brighton,MN,https://membership.appic.org/directory/display/143,143,06/17/2026,Psychology Training,"1900 Silver Lake Road New Brighton, Minnesota 55112",Community Mental Health Center,Community Mental Health Center,http://sagentbh.com,https://sagentbh.com/clinical-internship-opportunities/appic-approved-doctorate-level-psychological-testing-internships/,Accredited,Not Accredited,09/08/2027,4.0,35568.0,"Dental Insurance,
              
            
              Disability Insurance,
              
            
              Health Insurance,
              
              
            
              Life Insurance,
              
              
              
                  
              Vacation",True,12/01/2026 11:59 PM EST,True,True,50.0,50.0,,,True,True,False,True,True,"['Children', 'Adolescents', 'Adults', 'Family', 'Older Adults', 'Inpatients', 'Outpatients', 'LGBTQ+', 'Ethnic minorities', 'Spanish-speaking', 'French-speaking', 'Deaf/Hearing-impaired', 'Students', 'International Students', 'Rural', 'Urban', 'Low income', 'People without housing']","{'Assessment': 'major_area', 'Individual Therapy': 'emphasis', 'Consultation/Liaison': 'emphasis', 'Crisis Intervention': 'emphasis', 'Brief Psychotherapy': 'emphasis', 'Long-term Psychotherapy': 'experience', 'Evidenced Based Practice': 'major_area', 'Supervision of Practicum students': 'exposure'}","{""Women's Health"": 'emphasis', 'Eating Disorders': 'exposure', 'Sexual Disorders': 'exposure', 'Physical Disabilities': 'exposure', 'Learning Disabilities': 'emphasis', 'Developmental Disabilities': 'major_area', 'Assessment': 'major_area', 'Serious Mental Illness': 'major_area', 'Anxiety Disorders': 'major_area', 'Trauma/PTSD': 'major_area', 'Sexual Abuse': 'emphasis', 'Substance Use Disorders': 'emphasis', 'Forensics/Corrections': 'exposure', 'Sexual Offenders': 'exposure', 'Geropsychology': 'exposure', 'Pediatrics': 'major_area', 'School': 'exposure', 'Counseling': 'emphasis', 'Multicultural Therapy': 'exposure', 'Religion/Spirituality': 'exposure', 'Empirically-Supported Treatments': 'major_area', 'Program Development/Evaluation': 'exposure', 'Supervision': 'major_area', 'Research': 'exposure'}",exposure,major_area,35568.0,45.0655,-93.2019,True
1188,Saint Elizabeths Hospital/Department of Psychology at Saint Elizabeths Hospital ,Washington,DC,https://membership.appic.org/directory/display/202,202,07/16/2026,Department of Psychology at Saint Elizabeths Hospital,"1100 Alabama Ave. SE Washington, District of Columbia 20032",State/County/Other Public Hospital,State/County/Other Public Hospital,,https://dbh.dc.gov/sites/default/files/dc/sites/dmh/page_content/attachments/2025-2026_Saint_Elizabeths_Hospital_Psychology_Internship_Brochure.pdf,Accredited,Not Accredited,07/01/2027,4.0,37336.0,"Dissertation Release Time,
              
            
              Dental Insurance,
              
            
              Disability Insurance,
              
            
              Health Insurance,
              
            
              Licensing Exam Release Time,
              
            
              Life Insurance,
              
            
              Professional Development Time,
              
            
              Sick Leave,
              
                  
              Vacation",True,11/01/2026 11:59 PM EST,False,True,400.0,100.0,,4.0,True,True,False,True,True,"['Adults', 'Older Adults', 'Inpatients', 'LGBTQ+', 'Ethnic minorities', 'Spanish-speaking', 'Urban', 'Low income', 'People without housing']","{'Assessment': 'major_area', 'Individual Therapy': 'major_area', 'Family Therapy': 'exposure', 'Group Therapy': 'experience', 'Community Intervention': 'exposure', 'Consultation/Liaison': 'experience', 'Crisis Intervention': 'exposure', 'Brief Psychotherapy': 'experience', 'Long-term Psychotherapy': 'major_area', 'Cognitive Rehabilitation': 'exposure', 'Evidenced Based Practice': 'major_area', 'Evidence Based Research': 'exposure'}","{'Health Psychology': 'exposure', ""Women's Health"": 'exposure', 'HIV/AIDS': 'exposure', 'Eating Disorders': 'exposure', 'Sexual Disorders': 'exposure', 'Rehabilitation Psychology': 'exposure', 'Physical Disabilities': 'exposure', 'Learning Disabilities': 'exposure', 'Developmental Disabilities': 'experience', 'Assessment': 'major_area', 'Neuropsychology-Adult': 'exposure', 'Serious Mental Illness': 'major_area', 'Anxiety Disorders': 'experience', 'Trauma/PTSD': 'major_area', 'Sexual Abuse': 'major_area', 'Substance Use Disorders': 'major_area', 'Forensics/Corrections': 'major_area', 'Sexual Offenders': 'exposure', 'Geropsychology': 'exposure', 'Multicultural Therapy': 'major_area', 'Religion/Spirituality': 'exposure', 'Empirically-Supported Treatments': 'major_area', 'Public Policy/Advocacy': 'exposure', 'Program Development/Evaluation': 'exposure', 'Supervision': 'exposure', 'Research': 'exposure', 'Administration': 'exposure', 'Integrated health care - primary': 'experience'}",exposure,major_area,37336.0,38.8951,-77.0364,True
1162,Saint John's Child and Family Development Center/Psychology Training Program,Santa Monica,CA,https://membership.appic.org/directory/display/552,552,07/24/2026,Psychology Training Program,"1339 20th Street Santa Monica, California 90404-2033",Community Mental Health Center,Child/Adolescent Psychiatric or Pediatrics Community Mental Health Center Private General Hospital,https://california.providence.org/saint-johns/services/child-and-family-development-center/services-and-programs/internship-training-program/,http://california.providence.org/~/media/Files/Providence%20CA/Saint%20Johns/CFDC%20Psychology%20Training%20Program.pdf,Accredited,Not Accredited,08/20/2027,4.0,47840.0,"Comp Time ,
              
            
              Dissertation Release Time,
              
            
              Dental Insurance,
              
            
              Disability Insurance,
              
            
              Health Insurance,
              
            
              Licensing Exam Release Time,
              
            
              Life Insurance,
              
            
              Professional Development Time,
              
            
              Sick Leave,
              
                  
              Vacation",True,11/01/2026 11:59 PM EST,False,True,,,500.0,3.0,True,True,True,True,True,"['Infants', 'Toddlers', 'Children', 'Adolescents', 'Adults', 'Family', 'Older Adults', 'Outpatients', 'LGBTQ+', 'Ethnic minorities', 'Spanish-speaking', 'Students', 'Urban', 'Low income']","{'Assessment': 'major_area', 'Individual Therapy': 'major_area', 'Family Therapy': 'emphasis', 'Group Therapy': 'emphasis', 'Community Intervention': 'emphasis', 'Consultation/Liaison': 'emphasis', 'Crisis Intervention': 'experience', 'Brief Psychotherapy': 'experience', 'Long-term Psychotherapy': 'major_area', 'Primary Care': 'experience', 'Evidenced Based Practice': 'major_area', 'Evidence Based Research': 'experience', 'Supervision of Practicum students': 'experience'}","{'Health Psychology': 'experience', 'Learning Disabilities': 'emphasis', 'Developmental Disabilities': 'exposure', 'Assessment': 'major_area', 'Neuropsychology-Child': 'emphasis', 'Serious Mental Illness': 'exposure', 'Anxiety Disorders': 'major_area', 'Trauma/PTSD': 'major_area', 'Sexual Abuse': 'emphasis', 'Substance Use Disorders': 'emphasis', 'Pediatrics': 'major_area', 'School': 'major_area', 'Counseling': 'experience', 'Multicultural Therapy': 'experience', 'Religion/Spirituality': 'emphasis', 'Empirically-Supported Treatments': 'major_area', 'Public Policy/Advocacy': 'experience', 'Program Development/Evaluation': 'experience', 'Supervision': 'emphasis', 'Research': 'experience', 'Administration': 'exposure', 'Integrated health care - primary': 'exposure', 'Integrated health care - specialty': 'exposure'}",experience,major_area,47840.0,34.0195,-118.4914,True
2223,Salina Regional Health Center/Behavioral Health Department,Salina,KS,https://membership.appic.org/directory/display/872,872,09/16/2022,Behavioral Health Department,"400 South Santa Fe Ave Salina, Kansas 67401",Private General Hospital,Child/Adolescent Psychiatric or Pediatrics Private Outpatient Clinic Psychology Department Other,http://www.srhc.com/careers/psychology_internship/index.php,http://www.srhc.com/careers/psychology_internship/index.php,Accredited,Not Accredited,07/05/2022,2.0,25083.0,"Dental Insurance,
              
            
              Disability Insurance,
              
            
              Health Insurance,
              
              
            
              Life Insurance,
              
            
              Professional Development Time,
              
            
              Sick Leave,
              
                  
              Vacation",False,The data is not updated for current year. We are showing the previous data. 12/04/2020 11:59 PM,False,True,400.0,50.0,,4.0,True,True,False,True,True,"['Children', 'Adolescents', 'Adults', 'Family', 'Older Adults', 'Inpatients', 'Outpatients', 'LGBTQ+', 'Ethnic minorities', 'Spanish-speaking', 'Students', 'Rural', 'Low income']","{'Assessment': 'emphasis', 'Individual Therapy': 'experience', 'Couples Therapy': 'exposure', 'Family Therapy': 'exposure', 'Group Therapy': 'experience', 'Community Intervention': 'exposure', 'Consultation/Liaison': 'emphasis', 'Crisis Intervention': 'exposure', 'Brief Psychotherapy': 'exposure', 'Long-term Psychotherapy': 'experience', 'Primary Care': 'exposure', 'Evidenced Based Practice': 'major_area', 'Evidence Based Research': 'exposure'}","{'Health Psychology': 'exposure', ""Women's Health"": 'exposure', 'Rehabilitation Psychology': 'exposure', 'Developmental Disabilities': 'exposure', 'Assessment': 'emphasis', 'Neuropsychology-Adult': 'exposure', 'Serious Mental Illness': 'experience', 'Anxiety Disorders': 'experience', 'Trauma/PTSD': 'experience', 'Sexual Abuse': 'exposure', 'Substance Use Disorders': 'exposure', 'Pediatrics': 'exposure', 'Multicultural Therapy': 'exposure', 'Feminist Therapy': 'exposure', 'Religion/Spirituality': 'experience', 'Empirically-Supported Treatments': 'emphasis', 'Program Development/Evaluation': 'exposure', 'Supervision': 'exposure', 'Research': 'exposure', 'Integrated health care - primary': 'exposure', 'Integrated health care - specialty': 'exposure'}",exposure,emphasis,25083.0,38.8403,-97.6114,True
